Purchase_Year,Original_Price,Furniture_Type,Material,Quality,Color,Condition_Years,Target_Year,Predicted_Price
2023,"₹13,381",Dresser,Steel,Low,Walnut,2,2025,"₹6,556"
2016,"₹48,773",Table,Teak Wood,Low,Teak,9,2025,"₹1,968"
2015,"₹18,086",Wardrobe,Steel,High,Grey,10,2025,"₹6,306"
2019,"₹17,170",Chair,Engineered Wood,Low,Cream,6,2025,"₹2,020"
2022,"₹5,127",Dining Table,MDF,Medium,White,3,2025,"₹2,625"
2017,"₹33,038",Chair,Engineered Wood,High,Brown,8,2025,"₹14,221"
2017,"₹47,176",Bed,Plywood,Medium,Brown,8,2025,"₹7,914"
2022,"₹3,359",Bed,Wood,Low,Brown,3,2025,"₹1,152"
2017,"₹36,085",Chair,MDF,Low,White,8,2025,"₹2,080"
2023,"₹33,032",Dresser,Teak Wood,High,Blue,2,2025,"₹26,755"
2020,"₹22,814",Bed,Teak Wood,High,Red,5,2025,"₹13,471"
2016,"₹16,844",Sofa,Engineered Wood,High,Cream,9,2025,"₹6,525"
2020,"₹20,409",Wardrobe,Plastic,Medium,Teak,5,2025,"₹6,687"
2022,"₹44,530",Bed,Teak Wood,Low,Teak,3,2025,"₹15,273"
2015,"₹17,134",TV Unit,Steel,High,Grey,10,2025,"₹5,974"
2023,"₹19,904",Wardrobe,Plywood,High,Red,2,2025,"₹16,122"
2021,"₹19,525",Wardrobe,Teak Wood,Low,Brown,4,2025,"₹4,687"
2023,"₹29,670",Bed,Plastic,High,Black,2,2025,"₹24,032"
2017,"₹47,070",Dresser,MDF,High,Beige,8,2025,"₹20,262"
2020,"₹33,785",Sofa,Wood,Medium,Blue,5,2025,"₹11,070"
2016,"₹31,636",Sofa,MDF,Low,White,9,2025,"₹1,276"
2024,"₹48,350",Bookshelf,Wood,Low,Brown,1,2025,"₹33,845"
2019,"₹3,784",Chair,Wood,Low,Walnut,6,2025,"₹1,000"
2022,"₹42,776",Chair,Steel,Low,Cream,3,2025,"₹14,672"
2015,"₹19,138",Table,Engineered Wood,High,Beige,10,2025,"₹6,673"
2024,"₹40,793",Sofa,Plywood,High,Beige,1,2025,"₹36,713"
2023,"₹49,581",Bed,Steel,Medium,Grey,2,2025,"₹31,731"
2021,"₹43,585",Bookshelf,Steel,Low,White,4,2025,"₹10,464"
2023,"₹42,453",Bookshelf,Plywood,Low,Blue,2,2025,"₹20,801"
2021,"₹11,450",Wardrobe,Wood,High,Brown,4,2025,"₹7,512"
2023,"₹4,660",Table,Plastic,Medium,Black,2,2025,"₹2,982"
2015,"₹33,711",Dining Table,Steel,Medium,Cream,10,2025,"₹3,619"
2017,"₹33,991",Sofa,Plywood,Medium,Cream,8,2025,"₹5,702"
2015,"₹46,428",Sofa,MDF,High,Grey,10,2025,"₹16,188"
2023,"₹39,127",Bookshelf,Steel,High,White,2,2025,"₹31,692"
2022,"₹29,167",Bookshelf,Wood,Low,White,3,2025,"₹10,004"
2024,"₹26,720",Cabinet,Engineered Wood,High,Walnut,1,2025,"₹24,048"
2019,"₹18,748",Table,Teak Wood,Low,Beige,6,2025,"₹2,205"
2023,"₹31,336",Sofa,MDF,Low,White,2,2025,"₹15,354"
2017,"₹17,292",Chair,Plastic,Low,Blue,8,2025,"₹1,000"
2018,"₹40,340",TV Unit,Steel,High,Black,7,2025,"₹19,294"
2023,"₹35,426",Table,Teak Wood,High,Blue,2,2025,"₹28,695"
2019,"₹32,887",Table,Plywood,High,Red,6,2025,"₹17,477"
2024,"₹7,026",Cabinet,MDF,Medium,Black,1,2025,"₹5,620"
2020,"₹22,263",Bookshelf,Wood,Medium,Grey,5,2025,"₹7,295"
2020,"₹23,479",Cabinet,Teak Wood,Medium,Brown,5,2025,"₹7,693"
2015,"₹31,416",Sofa,Wood,Low,Teak,10,2025,"₹1,000"
2024,"₹45,761",Wardrobe,MDF,Medium,Walnut,1,2025,"₹36,608"
2015,"₹11,199",Table,Plastic,Low,Cream,10,2025,"₹1,000"
2023,"₹25,802",Sofa,MDF,Medium,Black,2,2025,"₹16,513"
2022,"₹5,718",Bed,Plastic,High,Walnut,3,2025,"₹4,168"
2020,"₹48,623",Dining Table,MDF,Low,Cream,5,2025,"₹8,172"
2016,"₹39,675",Wardrobe,Engineered Wood,Medium,Blue,9,2025,"₹5,325"
2018,"₹25,003",Bed,Steel,Low,Grey,7,2025,"₹2,059"
2020,"₹45,120",Sofa,Plywood,Low,Teak,5,2025,"₹7,583"
2021,"₹6,342",TV Unit,Plywood,Low,Cream,4,2025,"₹1,522"
2017,"₹26,021",TV Unit,Steel,Low,Walnut,8,2025,"₹1,500"
2017,"₹3,156",Table,Plastic,Low,White,8,2025,"₹1,000"
2015,"₹36,956",Table,Plywood,Medium,Blue,10,2025,"₹3,968"
2015,"₹7,665",Bed,Steel,Low,White,10,2025,"₹1,000"
2021,"₹26,333",Dining Table,Steel,High,Blue,4,2025,"₹17,277"
2019,"₹23,054",Dining Table,Teak Wood,Medium,Brown,6,2025,"₹6,043"
2019,"₹22,752",Cabinet,MDF,Medium,Teak,6,2025,"₹5,964"
2020,"₹29,464",Bookshelf,Plastic,High,Grey,5,2025,"₹17,398"
2015,"₹32,717",Cabinet,MDF,Medium,Blue,10,2025,"₹3,512"
2020,"₹30,152",Bed,Plastic,High,Brown,5,2025,"₹17,804"
2017,"₹16,065",Chair,Engineered Wood,High,Brown,8,2025,"₹6,915"
2024,"₹3,013",Sofa,Plastic,Medium,White,1,2025,"₹2,410"
2020,"₹45,698",Bed,MDF,Low,Blue,5,2025,"₹7,680"
2016,"₹30,956",Bed,Plywood,Low,Grey,9,2025,"₹1,249"
2015,"₹26,984",Dining Table,Wood,Medium,Cream,10,2025,"₹2,897"
2017,"₹37,938",Dining Table,Steel,Medium,Beige,8,2025,"₹6,364"
2016,"₹25,863",Dining Table,MDF,Medium,White,9,2025,"₹3,471"
2023,"₹15,613",Bed,Plastic,Medium,Grey,2,2025,"₹9,992"
2017,"₹26,620",TV Unit,Steel,High,Blue,8,2025,"₹11,459"
2017,"₹29,038",Cabinet,Teak Wood,High,Grey,8,2025,"₹12,499"
2021,"₹16,766",Dresser,Engineered Wood,Medium,White,4,2025,"₹6,867"
2019,"₹26,268",Bed,Wood,Low,Black,6,2025,"₹3,090"
2018,"₹48,530",Wardrobe,Plywood,Medium,Red,7,2025,"₹10,177"
2017,"₹43,432",TV Unit,Steel,High,Black,8,2025,"₹18,696"
2019,"₹8,277",Dresser,Teak Wood,High,Walnut,6,2025,"₹4,398"
2021,"₹18,717",Sofa,Engineered Wood,High,Brown,4,2025,"₹12,280"
2021,"₹28,048",Dresser,Plastic,Low,Brown,4,2025,"₹6,734"
2018,"₹42,462",Bed,Wood,High,Beige,7,2025,"₹20,309"
2023,"₹20,412",Bed,Engineered Wood,High,Blue,2,2025,"₹16,533"
2020,"₹41,233",Dresser,Plywood,High,Teak,5,2025,"₹24,347"
2016,"₹33,635",Bed,MDF,Low,Beige,9,2025,"₹1,357"
2023,"₹20,452",Sofa,Engineered Wood,Low,White,2,2025,"₹10,021"
2016,"₹30,854",Dresser,Plastic,Low,Brown,9,2025,"₹1,245"
2015,"₹21,120",Wardrobe,Steel,High,Teak,10,2025,"₹7,364"
2018,"₹31,798",TV Unit,Plastic,Medium,Teak,7,2025,"₹6,668"
2018,"₹43,643",Cabinet,Teak Wood,Medium,Blue,7,2025,"₹9,152"
2023,"₹19,757",Sofa,Teak Wood,High,Beige,2,2025,"₹16,003"
2020,"₹27,509",Dresser,MDF,Low,Red,5,2025,"₹4,623"
2020,"₹11,801",Table,Plastic,Low,Black,5,2025,"₹1,983"
2017,"₹45,578",Dresser,Teak Wood,Medium,Teak,8,2025,"₹7,646"
2023,"₹29,250",Cabinet,Plywood,Low,Cream,2,2025,"₹14,332"
2021,"₹23,584",Chair,Steel,High,Red,4,2025,"₹15,473"
2020,"₹34,437",Dining Table,Plywood,Medium,Black,5,2025,"₹11,284"
2017,"₹7,099",Table,MDF,High,Black,8,2025,"₹3,055"
2022,"₹21,006",Dresser,Engineered Wood,High,Grey,3,2025,"₹15,313"
2024,"₹49,621",Sofa,Wood,High,Beige,1,2025,"₹44,658"
2021,"₹44,346",Dining Table,Wood,High,Cream,4,2025,"₹29,095"
2015,"₹19,082",Bed,Steel,Medium,Brown,10,2025,"₹2,048"
2018,"₹4,026",Bookshelf,Steel,Low,White,7,2025,"₹1,000"
2016,"₹28,351",Dining Table,MDF,Low,Red,9,2025,"₹1,144"
2021,"₹7,376",Bed,Wood,Medium,Walnut,4,2025,"₹3,021"
2015,"₹22,772",Dining Table,MDF,Medium,Black,10,2025,"₹2,445"
2024,"₹45,743",Dining Table,Wood,Low,Brown,1,2025,"₹32,020"
2022,"₹6,254",Wardrobe,MDF,Medium,Blue,3,2025,"₹3,202"
2015,"₹19,783",Bookshelf,Plywood,High,Brown,10,2025,"₹6,897"
2015,"₹20,320",Dining Table,Wood,High,Grey,10,2025,"₹7,085"
2018,"₹16,446",Chair,Plastic,High,Black,7,2025,"₹7,866"
2018,"₹35,167",TV Unit,Engineered Wood,Low,White,7,2025,"₹2,896"
2019,"₹10,933",Sofa,Engineered Wood,Medium,Grey,6,2025,"₹2,866"
2016,"₹40,694",Chair,Wood,High,Beige,9,2025,"₹15,765"
2016,"₹29,677",Sofa,MDF,Medium,Beige,9,2025,"₹3,983"
2021,"₹23,702",Cabinet,Plastic,Medium,Beige,4,2025,"₹9,708"
2020,"₹43,360",Dining Table,MDF,Medium,Beige,5,2025,"₹14,208"
2023,"₹19,480",TV Unit,Plastic,Medium,Walnut,2,2025,"₹12,467"
2017,"₹44,364",Chair,Teak Wood,Medium,Black,8,2025,"₹7,443"
2023,"₹35,600",Dresser,Plastic,High,Blue,2,2025,"₹28,836"
2018,"₹12,964",Sofa,MDF,High,Beige,7,2025,"₹6,200"
2020,"₹43,511",Dresser,Plywood,Medium,Brown,5,2025,"₹14,257"
2020,"₹28,817",Chair,Plastic,Medium,White,5,2025,"₹9,442"
2018,"₹6,027",Dresser,Steel,Medium,Brown,7,2025,"₹1,263"
2019,"₹17,103",Table,Plywood,High,Grey,6,2025,"₹9,089"
2015,"₹48,086",Dining Table,Wood,High,Grey,10,2025,"₹16,766"
2015,"₹39,489",Bed,Wood,High,Teak,10,2025,"₹13,768"
2017,"₹15,026",TV Unit,Engineered Wood,Medium,Black,8,2025,"₹2,520"
2018,"₹32,164",Sofa,Teak Wood,Medium,Red,7,2025,"₹6,745"
2016,"₹46,827",TV Unit,Teak Wood,High,Red,9,2025,"₹18,141"
2015,"₹10,891",Table,Steel,High,Walnut,10,2025,"₹3,797"
2019,"₹40,504",Sofa,Plastic,Low,Black,6,2025,"₹4,765"
2019,"₹44,824",Wardrobe,MDF,Medium,Walnut,6,2025,"₹11,750"
2020,"₹9,330",Dining Table,Plastic,Low,Teak,5,2025,"₹1,568"
2023,"₹44,822",Cabinet,Plywood,Low,Grey,2,2025,"₹21,962"
2016,"₹10,601",Bed,Wood,Low,Walnut,9,2025,"₹1,000"
2024,"₹21,347",Dining Table,Teak Wood,Medium,Blue,1,2025,"₹17,077"
2023,"₹16,344",TV Unit,Plywood,High,White,2,2025,"₹13,238"
2017,"₹30,888",Bookshelf,Plastic,Low,White,8,2025,"₹1,780"
2017,"₹23,038",Dining Table,MDF,High,Walnut,8,2025,"₹9,917"
2024,"₹8,253",Bed,Engineered Wood,High,White,1,2025,"₹7,427"
2016,"₹13,413",Table,Teak Wood,Medium,Walnut,9,2025,"₹1,800"
2018,"₹5,945",Sofa,Plastic,Low,Red,7,2025,"₹1,000"
2023,"₹9,407",Bed,Wood,Low,Black,2,2025,"₹4,609"
2023,"₹36,435",Cabinet,Wood,Low,Cream,2,2025,"₹17,853"
2023,"₹4,014",Wardrobe,Steel,Low,White,2,2025,"₹1,966"
2016,"₹4,422",Wardrobe,Steel,Medium,Teak,9,2025,"₹1,000"
2016,"₹6,414",TV Unit,Plastic,Low,Brown,9,2025,"₹1,000"
2020,"₹31,526",Bookshelf,Plastic,Medium,Red,5,2025,"₹10,330"
2021,"₹9,037",Table,Plywood,Medium,Grey,4,2025,"₹3,701"
2015,"₹25,484",Table,Wood,Low,Teak,10,2025,"₹1,000"
2019,"₹22,950",Chair,MDF,Low,Brown,6,2025,"₹2,700"
2017,"₹46,279",Bookshelf,Steel,Low,White,8,2025,"₹2,667"
2019,"₹45,416",Chair,Steel,High,Black,6,2025,"₹24,135"
2018,"₹28,174",Dining Table,Plastic,Medium,White,7,2025,"₹5,908"
2015,"₹43,165",Wardrobe,Plastic,Medium,White,10,2025,"₹4,634"
2018,"₹44,842",Chair,Plastic,Low,Walnut,7,2025,"₹3,692"
2022,"₹43,450",Bookshelf,Plastic,High,Black,3,2025,"₹31,675"
2020,"₹14,158",Sofa,Plywood,Low,White,5,2025,"₹2,379"
2017,"₹17,003",Cabinet,Steel,High,Cream,8,2025,"₹7,319"
2017,"₹29,574",Wardrobe,Steel,High,Red,8,2025,"₹12,730"
2015,"₹10,879",Chair,Plastic,High,Teak,10,2025,"₹3,793"
2017,"₹29,762",Table,Plywood,Medium,Brown,8,2025,"₹4,993"
2015,"₹26,077",Dining Table,Plastic,Medium,White,10,2025,"₹2,799"
2017,"₹41,138",Dining Table,Wood,Low,Blue,8,2025,"₹2,371"
2016,"₹30,995",Bed,Engineered Wood,Medium,Walnut,9,2025,"₹4,160"
2015,"₹22,696",Bed,Plywood,Low,Cream,10,2025,"₹1,000"
2016,"₹29,353",Wardrobe,Steel,High,Grey,9,2025,"₹11,371"
2018,"₹47,090",Chair,Steel,Medium,Brown,7,2025,"₹9,875"
2024,"₹31,340",Bed,Plastic,Medium,Beige,1,2025,"₹25,072"
2023,"₹11,198",Chair,Wood,High,Walnut,2,2025,"₹9,070"
2023,"₹25,023",Bed,Wood,High,Black,2,2025,"₹20,268"
2020,"₹13,804",Bookshelf,Steel,High,White,5,2025,"₹8,151"
2022,"₹13,108",Dresser,MDF,Medium,Blue,3,2025,"₹6,711"
2015,"₹33,828",Bookshelf,Plywood,Medium,Walnut,10,2025,"₹3,632"
2015,"₹24,008",Wardrobe,Plywood,High,Cream,10,2025,"₹8,371"
2021,"₹33,125",Dining Table,Steel,Low,Grey,4,2025,"₹7,953"
2016,"₹44,447",Table,Plastic,Low,Walnut,9,2025,"₹1,793"
2018,"₹20,978",Wardrobe,Plywood,Medium,Black,7,2025,"₹4,399"
2022,"₹17,262",Chair,Teak Wood,High,White,3,2025,"₹12,583"
2019,"₹23,140",Bookshelf,Engineered Wood,Medium,Walnut,6,2025,"₹6,066"
2017,"₹9,072",Chair,Steel,High,Teak,8,2025,"₹3,905"
2017,"₹25,272",Bed,Wood,Low,Cream,8,2025,"₹1,456"
2016,"₹39,817",Table,Teak Wood,High,White,9,2025,"₹15,425"
2024,"₹26,124",Cabinet,Wood,Medium,Brown,1,2025,"₹20,899"
2020,"₹15,252",Bed,Steel,Low,Brown,5,2025,"₹2,563"
2021,"₹29,916",Wardrobe,Plywood,High,White,4,2025,"₹19,627"
2024,"₹12,980",Dining Table,MDF,High,Black,1,2025,"₹11,682"
2019,"₹20,433",TV Unit,Plywood,High,Grey,6,2025,"₹10,858"
2021,"₹9,979",Bed,Steel,Medium,Teak,4,2025,"₹4,087"
2015,"₹8,035",Cabinet,Engineered Wood,Medium,Black,10,2025,"₹1,000"
2019,"₹21,078",TV Unit,Steel,Medium,Teak,6,2025,"₹5,525"
2021,"₹5,658",Chair,Steel,Medium,Blue,4,2025,"₹2,317"
2018,"₹11,477",Dresser,Teak Wood,Medium,White,7,2025,"₹2,406"
2022,"₹12,367",Wardrobe,Wood,Low,Cream,3,2025,"₹4,241"
2023,"₹47,627",Dining Table,Teak Wood,Low,Cream,2,2025,"₹23,337"
2024,"₹37,650",Bookshelf,Steel,Low,Brown,1,2025,"₹26,355"
2023,"₹43,333",Dining Table,Steel,Low,Red,2,2025,"₹21,233"
2020,"₹29,560",Wardrobe,Plastic,Medium,Red,5,2025,"₹9,686"
2024,"₹47,719",Dining Table,Wood,Low,Black,1,2025,"₹33,403"
2016,"₹11,246",Bookshelf,Wood,Low,Brown,9,2025,"₹1,000"
2018,"₹26,368",Bed,MDF,Medium,Teak,7,2025,"₹5,529"
2024,"₹3,531",TV Unit,Steel,High,Grey,1,2025,"₹3,177"
2019,"₹9,636",Chair,MDF,Low,Brown,6,2025,"₹1,133"
2017,"₹5,908",Sofa,Wood,Medium,Blue,8,2025,"₹1,000"
2019,"₹27,969",TV Unit,Teak Wood,Low,Cream,6,2025,"₹3,290"
2017,"₹25,630",Bed,Steel,Low,Grey,8,2025,"₹1,477"
2015,"₹24,779",Sofa,Teak Wood,Low,White,10,2025,"₹1,000"
2022,"₹18,816",Wardrobe,Steel,Low,Walnut,3,2025,"₹6,453"
2020,"₹22,877",Wardrobe,MDF,Medium,Beige,5,2025,"₹7,496"
2019,"₹31,251",Dresser,Teak Wood,Medium,White,6,2025,"₹8,192"
2016,"₹23,502",Chair,Engineered Wood,Medium,Red,9,2025,"₹3,154"
2016,"₹30,970",Sofa,Wood,Low,Brown,9,2025,"₹1,249"
2022,"₹40,157",Dresser,Wood,Medium,Red,3,2025,"₹20,560"
2020,"₹39,184",Chair,MDF,Low,Black,5,2025,"₹6,585"
2023,"₹3,543",TV Unit,Plywood,Medium,White,2,2025,"₹2,267"
2017,"₹12,972",TV Unit,Wood,Medium,Blue,8,2025,"₹2,176"
2019,"₹31,156",Sofa,Teak Wood,Medium,Black,6,2025,"₹8,167"
2022,"₹27,201",Wardrobe,Plywood,Medium,Beige,3,2025,"₹13,926"
2018,"₹36,353",TV Unit,Wood,Low,Teak,7,2025,"₹2,993"
2022,"₹15,615",TV Unit,Engineered Wood,Medium,Teak,3,2025,"₹7,994"
2020,"₹34,781",Dining Table,Plastic,High,Black,5,2025,"₹20,537"
2022,"₹34,600",Wardrobe,MDF,High,Beige,3,2025,"₹25,223"
2016,"₹11,451",Cabinet,Plastic,High,Teak,9,2025,"₹4,436"
2018,"₹32,850",Dresser,Wood,High,Red,7,2025,"₹15,712"
2018,"₹32,025",Dining Table,Teak Wood,Low,Brown,7,2025,"₹2,637"
2015,"₹25,448",TV Unit,Teak Wood,Low,Red,10,2025,"₹1,000"
2021,"₹10,967",Chair,Wood,High,Blue,4,2025,"₹7,195"
2021,"₹29,679",Sofa,Plastic,High,Black,4,2025,"₹19,472"
2017,"₹33,025",Wardrobe,Wood,Medium,Brown,8,2025,"₹5,540"
2015,"₹36,482",Chair,Teak Wood,High,Cream,10,2025,"₹12,720"
2023,"₹42,299",Dresser,Steel,Low,Beige,2,2025,"₹20,726"
2017,"₹45,502",Wardrobe,MDF,Medium,Grey,8,2025,"₹7,633"
2018,"₹44,429",TV Unit,Plywood,Low,Red,7,2025,"₹3,658"
2016,"₹13,381",Sofa,MDF,High,Brown,9,2025,"₹5,184"
2015,"₹36,896",Wardrobe,Teak Wood,Low,Cream,10,2025,"₹1,042"
2016,"₹20,417",Cabinet,Teak Wood,Low,Brown,9,2025,"₹1,000"
2024,"₹18,318",Bed,Engineered Wood,Low,Walnut,1,2025,"₹12,822"
2018,"₹48,691",TV Unit,Wood,High,Beige,7,2025,"₹23,288"
2020,"₹46,973",Bed,Plastic,Medium,Teak,5,2025,"₹15,392"
2021,"₹34,844",Dining Table,Plywood,Medium,Beige,4,2025,"₹14,272"
2016,"₹23,530",TV Unit,Plastic,Low,Grey,9,2025,"₹1,000"
2021,"₹11,971",Bed,Teak Wood,High,Black,4,2025,"₹7,854"
2019,"₹27,642",Dining Table,MDF,Low,Cream,6,2025,"₹3,252"
2019,"₹45,811",Bed,Plastic,Medium,Blue,6,2025,"₹12,009"
2018,"₹39,468",Dresser,Wood,Medium,Cream,7,2025,"₹8,277"
2018,"₹10,643",TV Unit,Teak Wood,Low,Brown,7,2025,"₹1,000"
2016,"₹8,845",Cabinet,Plastic,Low,Walnut,9,2025,"₹1,000"
2021,"₹39,950",TV Unit,MDF,Low,Blue,4,2025,"₹9,591"
2019,"₹49,481",Dining Table,Plywood,Medium,Grey,6,2025,"₹12,971"
2024,"₹5,145",Chair,Steel,High,Cream,1,2025,"₹4,630"
2017,"₹15,543",Table,Engineered Wood,High,Blue,8,2025,"₹6,690"
2024,"₹7,010",Chair,Plastic,Medium,Teak,1,2025,"₹5,608"
2017,"₹30,023",Chair,Teak Wood,Low,Black,8,2025,"₹1,730"
2017,"₹28,140",Dining Table,Steel,Low,Beige,8,2025,"₹1,622"
2024,"₹31,340",Table,MDF,Low,Black,1,2025,"₹21,938"
2023,"₹7,577",TV Unit,Plastic,Medium,White,2,2025,"₹4,849"
2019,"₹14,764",Dining Table,Wood,High,Blue,6,2025,"₹7,846"
2024,"₹49,258",Chair,Teak Wood,Medium,Blue,1,2025,"₹39,406"
2015,"₹5,085",Wardrobe,Plastic,High,Grey,10,2025,"₹1,773"
2019,"₹23,408",Dining Table,Plywood,Medium,White,6,2025,"₹6,136"
2020,"₹5,249",Bookshelf,Teak Wood,Medium,Beige,5,2025,"₹1,719"
2018,"₹48,963",Dining Table,Engineered Wood,High,Blue,7,2025,"₹23,418"
2023,"₹25,976",Dining Table,Steel,Medium,Brown,2,2025,"₹16,624"
2015,"₹8,184",Dresser,Steel,High,Red,10,2025,"₹2,853"
2018,"₹14,044",Cabinet,Engineered Wood,Medium,White,7,2025,"₹2,945"
2023,"₹6,255",TV Unit,Engineered Wood,High,Red,2,2025,"₹5,066"
2021,"₹45,843",Chair,Plastic,High,Blue,4,2025,"₹30,077"
2017,"₹7,424",Sofa,Teak Wood,High,Teak,8,2025,"₹3,195"
2024,"₹13,052",Sofa,Plywood,High,Beige,1,2025,"₹11,746"
2021,"₹22,891",Wardrobe,Engineered Wood,Low,Beige,4,2025,"₹5,496"
2019,"₹15,997",Sofa,Steel,Low,Red,6,2025,"₹1,882"
2019,"₹8,034",Table,Plywood,Medium,Red,6,2025,"₹2,106"
2022,"₹21,935",Chair,Plywood,Medium,Black,3,2025,"₹11,230"
2021,"₹35,573",Bookshelf,Steel,Medium,Cream,4,2025,"₹14,570"
2015,"₹32,741",Table,Plastic,Low,Grey,10,2025,"₹1,000"
2017,"₹20,846",Chair,Steel,Medium,Walnut,8,2025,"₹3,497"
2022,"₹10,890",TV Unit,Plywood,Medium,Beige,3,2025,"₹5,575"
2023,"₹10,225",TV Unit,Wood,Low,Walnut,2,2025,"₹5,010"
2022,"₹39,583",Dining Table,Plastic,Medium,Blue,3,2025,"₹20,266"
2021,"₹22,909",Sofa,MDF,Low,Teak,4,2025,"₹5,500"
2022,"₹3,461",Bed,Plywood,Low,Red,3,2025,"₹1,187"
2021,"₹10,687",Wardrobe,Engineered Wood,Low,Red,4,2025,"₹2,565"
2018,"₹22,233",TV Unit,Engineered Wood,High,Cream,7,2025,"₹10,633"
2017,"₹9,868",Bed,Teak Wood,Medium,Beige,8,2025,"₹1,655"
2019,"₹33,001",Sofa,Teak Wood,Medium,Teak,6,2025,"₹8,651"
2023,"₹12,124",Chair,Plastic,High,Teak,2,2025,"₹9,820"
2019,"₹45,195",Dresser,Steel,Medium,Blue,6,2025,"₹11,847"
2019,"₹15,081",Table,MDF,High,Brown,6,2025,"₹8,014"
2018,"₹22,937",Cabinet,Plywood,High,Black,7,2025,"₹10,970"
2021,"₹3,738",Bed,Engineered Wood,High,Black,4,2025,"₹2,452"
2015,"₹21,776",Bed,MDF,Medium,Teak,10,2025,"₹2,338"
2022,"₹28,099",Dining Table,MDF,Low,Cream,3,2025,"₹9,637"
2020,"₹22,742",TV Unit,Steel,Medium,Blue,5,2025,"₹7,452"
2024,"₹15,082",Wardrobe,Plywood,Medium,Red,1,2025,"₹12,065"
2022,"₹39,989",Table,Plastic,High,Brown,3,2025,"₹29,151"
2022,"₹24,778",Bed,Steel,High,Teak,3,2025,"₹18,063"
2019,"₹49,634",Bed,Engineered Wood,Medium,White,6,2025,"₹13,011"
2020,"₹45,650",Bookshelf,MDF,High,Beige,5,2025,"₹26,955"
2018,"₹19,782",TV Unit,Wood,Medium,Blue,7,2025,"₹4,148"
2019,"₹47,691",Bookshelf,Steel,High,Black,6,2025,"₹25,344"
2017,"₹39,223",Dresser,Wood,High,White,8,2025,"₹16,884"
2019,"₹4,709",Chair,Plastic,Low,Black,6,2025,"₹1,000"
2019,"₹24,197",Bed,Engineered Wood,High,Brown,6,2025,"₹12,859"
2024,"₹28,849",Cabinet,Wood,Low,Brown,1,2025,"₹20,194"
2018,"₹22,647",Dining Table,Wood,Medium,White,7,2025,"₹4,749"
2019,"₹11,463",Dresser,Plastic,Low,Red,6,2025,"₹1,348"
2024,"₹4,066",Bed,Engineered Wood,Medium,Blue,1,2025,"₹3,252"
2019,"₹41,122",Dresser,Plastic,Low,Blue,6,2025,"₹4,837"
2021,"₹34,191",Cabinet,Plastic,Medium,Grey,4,2025,"₹14,004"
2023,"₹40,974",Wardrobe,Engineered Wood,High,Teak,2,2025,"₹33,188"
2018,"₹39,677",Wardrobe,Plywood,Medium,Brown,7,2025,"₹8,320"
2022,"₹47,172",Dining Table,MDF,Medium,Cream,3,2025,"₹24,152"
2015,"₹27,625",Bookshelf,Teak Wood,Medium,Grey,10,2025,"₹2,966"
2016,"₹14,823",Table,Wood,Low,Cream,9,2025,"₹1,000"
2024,"₹20,640",Bookshelf,Wood,Low,Teak,1,2025,"₹14,447"
2017,"₹47,726",Cabinet,MDF,Medium,Blue,8,2025,"₹8,007"
2016,"₹33,127",Wardrobe,Wood,Medium,Grey,9,2025,"₹4,446"
2017,"₹47,132",Sofa,Teak Wood,High,Red,8,2025,"₹20,288"
2024,"₹39,647",TV Unit,Teak Wood,High,Grey,1,2025,"₹35,682"
2024,"₹37,629",Dresser,Engineered Wood,Medium,Cream,1,2025,"₹30,103"
2020,"₹5,801",Cabinet,Teak Wood,Low,Beige,5,2025,"₹1,000"
2020,"₹31,190",TV Unit,MDF,Low,Brown,5,2025,"₹5,242"
2018,"₹20,052",Cabinet,MDF,High,Teak,7,2025,"₹9,590"
2019,"₹35,774",Dresser,Teak Wood,Medium,Beige,6,2025,"₹9,377"
2018,"₹30,679",Wardrobe,MDF,Low,Blue,7,2025,"₹2,526"
2021,"₹39,160",TV Unit,MDF,High,Grey,4,2025,"₹25,692"
2021,"₹9,994",Table,MDF,Low,Beige,4,2025,"₹2,399"
2022,"₹26,352",Wardrobe,Steel,Medium,Blue,3,2025,"₹13,492"
2019,"₹12,862",Cabinet,Plywood,High,Beige,6,2025,"₹6,835"
2024,"₹18,322",Bed,Teak Wood,Low,Teak,1,2025,"₹12,825"
2024,"₹44,086",Sofa,Plastic,Medium,Cream,1,2025,"₹35,268"
2023,"₹15,601",Bookshelf,Plywood,Low,Cream,2,2025,"₹7,644"
2021,"₹17,298",Bookshelf,Plastic,Low,Brown,4,2025,"₹4,153"
2022,"₹22,490",Table,Engineered Wood,High,White,3,2025,"₹16,395"
2022,"₹33,104",Bed,Teak Wood,Medium,Grey,3,2025,"₹16,949"
2024,"₹25,502",Dining Table,Teak Wood,Medium,Red,1,2025,"₹20,401"
2018,"₹36,144",Dining Table,MDF,High,Grey,7,2025,"₹17,287"
2023,"₹5,196",Bookshelf,Steel,High,Brown,2,2025,"₹4,208"
2023,"₹30,921",Table,Steel,Low,Cream,2,2025,"₹15,151"
2020,"₹33,865",Dresser,Wood,Medium,Black,5,2025,"₹11,096"
2024,"₹10,242",Bookshelf,Wood,Low,Teak,1,2025,"₹7,169"
2023,"₹49,787",Dining Table,Engineered Wood,Medium,Blue,2,2025,"₹31,863"
2020,"₹17,329",Bed,Wood,Medium,Black,5,2025,"₹5,678"
2019,"₹34,516",Dining Table,Engineered Wood,Medium,Beige,6,2025,"₹9,048"
